File 1,File 2,Tempo 1 (BPM),Tempo 2 (BPM),Tempo Difference,Tempo Variation Difference,Beat Consistency Difference
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000822.mp3,161.4990234375,117.45383522727273,44.045188210227266,0.0,0.006961413849052462
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000825.mp3,161.4990234375,112.34714673913044,49.15187669836956,0.0,0.0065418851105435265
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000853.mp3,161.4990234375,135.99917763157896,25.49984580592104,0.0,0.016385372584385636
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000890.mp3,161.4990234375,123.046875,38.4521484375,0.0,0.021769856272317447
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000892.mp3,161.4990234375,172.265625,10.7666015625,0.0,0.003082064739956824
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000897.mp3,161.4990234375,135.99917763157896,25.49984580592104,0.0,0.003467539069388098
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000993.mp3,161.4990234375,129.19921875,32.2998046875,0.0,0.0006438544676831016
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000995.mp3,161.4990234375,123.046875,38.4521484375,0.0,0.004832209132433856
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000997.mp3,161.4990234375,123.046875,38.4521484375,0.0,0.007322103706854849
./fma_small/fma_small/000\000002.mp3,./fma_small/fma_small/000\000998.mp3,161.4990234375,129.19921875,32.2998046875,0.0,0.009345329391947935
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000010.mp3,99.38401442307692,112.34714673913044,12.963132316053517,0.0,0.018134169280376738
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000140.mp3,99.38401442307692,107.666015625,8.28200120192308,0.0,0.015292093871588242
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000141.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.004103521660277228
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000148.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.016678680074239442
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000182.mp3,99.38401442307692,143.5546875,44.17067307692308,0.0,0.017530242537971884
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000190.mp3,99.38401442307692,103.359375,3.97536057692308,0.0,0.0021381085061807567
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000193.mp3,99.38401442307692,95.703125,3.68088942307692,0.0,0.011000416616291708
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000194.mp3,99.38401442307692,103.359375,3.97536057692308,0.0,0.005709866082399699
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000197.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.00626445388356426
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000200.mp3,99.38401442307692,99.38401442307692,0.0,0.0,0.003815586260700117
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000203.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.009914255205727002
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000204.mp3,99.38401442307692,107.666015625,8.28200120192308,0.0,0.0016403377623962767
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000207.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.003143262753660496
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000210.mp3,99.38401442307692,95.703125,3.68088942307692,0.0,0.00206149909809452
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000211.mp3,99.38401442307692,99.38401442307692,0.0,0.0,0.010836226367575467
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000212.mp3,99.38401442307692,99.38401442307692,0.0,0.0,0.016050637210002716
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000213.mp3,99.38401442307692,143.5546875,44.17067307692308,0.0,0.021261605959715445
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000255.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.013823937766791944
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000256.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.014430251430667652
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000368.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.004668566430205426
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000424.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.0031309216726491743
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000459.mp3,99.38401442307692,95.703125,3.68088942307692,0.0,0.017650353205572476
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000534.mp3,99.38401442307692,143.5546875,44.17067307692308,0.0,0.0141989301110227
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000540.mp3,99.38401442307692,143.5546875,44.17067307692308,0.0,0.007295651545983373
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000546.mp3,99.38401442307692,103.359375,3.97536057692308,0.0,0.01828124368711264
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000574.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.008521387620427118
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000602.mp3,99.38401442307692,151.99908088235293,52.61506645927601,0.0,0.012570524588856755
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000615.mp3,99.38401442307692,112.34714673913044,12.963132316053517,0.0,0.012514503017593714
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000620.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.023736713192231272
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000621.mp3,99.38401442307692,103.359375,3.97536057692308,0.0,0.0014646402236748735
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000625.mp3,99.38401442307692,92.28515625,7.09885817307692,0.0,0.005495594702430016
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000666.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.015544509715667284
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000667.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.009912908078997508
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000676.mp3,99.38401442307692,95.703125,3.68088942307692,0.0,0.007561860944761856
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000690.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.008686270595010006
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000694.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.010304119852828138
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000695.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.0232699452423969
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000704.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.009264949394919005
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000705.mp3,99.38401442307692,92.28515625,7.09885817307692,0.0,0.0015283047535885122
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000706.mp3,99.38401442307692,112.34714673913044,12.963132316053517,0.0,0.02807774873814739
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000707.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.02569619053153735
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000708.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.017995844414509223
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000709.mp3,99.38401442307692,92.28515625,7.09885817307692,0.0,0.013488750517657033
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000714.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.01508722686424097
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000715.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.012560429256300795
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000716.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.011301363206712663
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000718.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.008162784281405846
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000777.mp3,99.38401442307692,112.34714673913044,12.963132316053517,0.0,0.0036920880077711132
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000814.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.0008229172314970709
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000821.mp3,99.38401442307692,103.359375,3.97536057692308,0.0,0.01199049097722013
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000822.mp3,99.38401442307692,117.45383522727273,18.069820804195814,0.0,0.03212992577818755
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000825.mp3,99.38401442307692,112.34714673913044,12.963132316053517,0.0,0.018626626818591563
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000853.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.008783139344749454
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000890.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.0033986556568176424
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000892.mp3,99.38401442307692,172.265625,72.88161057692308,0.0,0.022086447189178265
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000897.mp3,99.38401442307692,135.99917763157896,36.61516320850204,0.0,0.02170097285974699
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000993.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.025812366396818193
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000995.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.020336302796701233
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000997.mp3,99.38401442307692,123.046875,23.66286057692308,0.0,0.01784640822228024
./fma_small/fma_small/000\000005.mp3,./fma_small/fma_small/000\000998.mp3,99.38401442307692,129.19921875,29.81520432692308,0.0,0.015823182537187154
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000140.mp3,112.34714673913044,107.666015625,4.681131114130437,0.0,0.0028420754087884956
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000141.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.01403064762009951
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000148.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.0014554892061372955
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000182.mp3,112.34714673913044,143.5546875,31.207540760869563,0.0,0.000603926742404854
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000190.mp3,112.34714673913044,103.359375,8.987771739130437,0.0,0.020272277786557494
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000193.mp3,112.34714673913044,95.703125,16.644021739130437,0.0,0.00713375266408503
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000194.mp3,112.34714673913044,103.359375,8.987771739130437,0.0,0.012424303197977039
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000197.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.011869715396812478
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000200.mp3,112.34714673913044,99.38401442307692,12.963132316053517,0.0,0.01431858301967662
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000203.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.008219914074649736
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000204.mp3,112.34714673913044,107.666015625,4.681131114130437,0.0,0.019774507042773014
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000207.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.014990906526716242
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000210.mp3,112.34714673913044,95.703125,16.644021739130437,0.0,0.016072670182282218
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000211.mp3,112.34714673913044,99.38401442307692,12.963132316053517,0.0,0.00729794291280127
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000212.mp3,112.34714673913044,99.38401442307692,12.963132316053517,0.0,0.0020835320703740216
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000213.mp3,112.34714673913044,143.5546875,31.207540760869563,0.0,0.0031274366793387076
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000255.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.004310231513584794
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000256.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.0037039178497090854
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000368.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.013465602850171312
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000424.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.021265090953025912
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000459.mp3,112.34714673913044,95.703125,16.644021739130437,0.0,0.0004838160748042615
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000534.mp3,112.34714673913044,143.5546875,31.207540760869563,0.0,0.003935239169354038
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000540.mp3,112.34714673913044,143.5546875,31.207540760869563,0.0,0.010838517734393364
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000546.mp3,112.34714673913044,103.359375,8.987771739130437,0.0,0.0001470744067359024
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000574.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.00961278165994962
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000602.mp3,112.34714673913044,151.99908088235293,39.65193414322249,0.0,0.005563644691519983
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000615.mp3,112.34714673913044,112.34714673913044,0.0,0.0,0.005619666262783023
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000620.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.005602543911854533
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000621.mp3,112.34714673913044,103.359375,8.987771739130437,0.0,0.01959880950405161
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000625.mp3,112.34714673913044,92.28515625,20.061990489130437,0.0,0.023629763982806754
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000666.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.002589659564709454
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000667.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.00822126120137923
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000676.mp3,112.34714673913044,95.703125,16.644021739130437,0.0,0.025696030225138593
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000690.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.009447898685366732
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000694.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.0078300494275486
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000695.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.005135775962020162
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000704.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.008869219885457733
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000705.mp3,112.34714673913044,92.28515625,20.061990489130437,0.0,0.016605864526788226
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000706.mp3,112.34714673913044,112.34714673913044,0.0,0.0,0.009943579457770654
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000707.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.00756202125116061
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000708.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.00013832486586751527
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000709.mp3,112.34714673913044,92.28515625,20.061990489130437,0.0,0.004645418762719705
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000714.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.0030469424161357686
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000715.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.005573740024075943
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000716.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.006832806073664075
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000718.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.009971384998970892
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000777.mp3,112.34714673913044,112.34714673913044,0.0,0.0,0.014442081272605625
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000814.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.017311252048879667
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000821.mp3,112.34714673913044,103.359375,8.987771739130437,0.0,0.006143678303156607
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000822.mp3,112.34714673913044,117.45383522727273,5.1066884881422965,0.0,0.013995756497810813
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000825.mp3,112.34714673913044,112.34714673913044,0.0,0.0,0.0004924575382148251
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000853.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.009351029935627284
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000890.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.014735513623559095
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000892.mp3,112.34714673913044,172.265625,59.91847826086956,0.0,0.003952277908801528
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000897.mp3,112.34714673913044,135.99917763157896,23.652030892448522,0.0,0.0035668035793702535
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000993.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.007678197116441453
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000995.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.0022021335163244955
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000997.mp3,112.34714673913044,123.046875,10.699728260869563,0.0,0.0002877610580964973
./fma_small/fma_small/000\000010.mp3,./fma_small/fma_small/000\000998.mp3,112.34714673913044,129.19921875,16.852072010869563,0.0,0.0023109867431895838
./fma_small/fma_small/000\000140.mp3,./fma_small/fma_small/000\000141.mp3,107.666015625,117.45383522727273,9.787819602272734,0.0,0.011188572211311015
./fma_small/fma_small/000\000140.mp3,./fma_small/fma_small/000\000148.mp3,107.666015625,117.45383522727273,9.787819602272734,0.0,0.0013865862026512
./fma_small/fma_small/000\000140.mp3,./fma_small/fma_small/000\000182.mp3,107.666015625,143.5546875,35.888671875,0.0,0.0022381486663836415
./fma_small/fma_small/000\000140.mp3,./fma_small/fma_small/000\000190.mp3,107.666015625,103.359375,4.306640625,0.0,0.017430202377769
./fma_small/fma_small/000\000140.mp3,./fma_small/fma_small/000\000193.mp3,107.666015625,95.703125,11.962890625,0.0,0.004291677255296535
